OBJECTID,parcel_py_PARCEL,parcel_py_PARCEL_NBR,parcel_py_ACRE,LAndBAnkTop100CSVUpdate_csv_PAR,LAndBAnkTop100CSVUpdate_csv_ACR,LAndBAnkTop100CSVUpdate_csv_OWN,LAndBAnkTop100CSVUpdate_csv_Add,LAndBAnkTop100CSVUpdate_csv_NUM,LAndBAnkTop100CSVUpdate_csv_DIR,LAndBAnkTop100CSVUpdate_csv_ST_,LAndBAnkTop100CSVUpdate_csv_SUF,LAndBAnkTop100CSVUpdate_csv_MIS,LAndBAnkTop100CSVUpdate_csv_CIT,LAndBAnkTop100CSVUpdate_csv_STA,LAndBAnkTop100CSVUpdate_csv_ZIP,LAndBAnkTop100CSVUpdate_csv_DEL,LAndBAnkTop100CSVUpdate_csv_VAC,LAndBAnkTop100CSVUpdate_csv_LAN,LAndBAnkTop100CSVUpdate_csv_ORI,LAndBAnkTop100CSVUpdate_csv_Sub,LAndBAnkTop100CSVUpdate_csv_Tax,LAndBAnkTop100CSVUpdate_csv_Sch,LAndBAnkTop100CSVUpdate_csv_UGD,LAndBAnkTop100CSVUpdate_csv_UGA,LAndBAnkTop100CSVUpdate_csv_Pla,LAndBAnkTop100CSVUpdate_csv_Map,LAndBAnkTop100CSVUpdate_csv_Use,LAndBAnkTop100CSVUpdate_csv_App,LAndBAnkTop100CSVUpdate_csv_A_1,LAndBAnkTop100CSVUpdate_csv_Rem,LAndBAnkTop100CSVUpdate_csv_R_1,LAndBAnkTop100CSVUpdate_csv_Unb,LAndBAnkTop100CSVUpdate_csv_R_2,LAndBAnkTop100CSVUpdate_csv_Bui,LAndBAnkTop100CSVUpdate_csv_Hom,LAndBAnkTop100CSVUpdate_csv_Res,LAndBAnkTop100CSVUpdate_csv_Sum,LAndBAnkTop100CSVUpdate_csv_Mea,LAndBAnkTop100CSVUpdate_csv_R_3,LAndBAnkTop100CSVUpdate_csv_B_1,LAndBAnkTop100CSVUpdate_csv_H_1,LAndBAnkTop100CSVUpdate_csv_S_1,LAndBAnkTop100CSVUpdate_csv_M_1,LAndBAnkTop100CSVUpdate_csv_Lot,LAndBAnkTop100CSVUpdate_csv_Ran,LAndBAnkTop100CSVUpdate_csv_R_4,LAndBAnkTop100CSVUpdate_csv_P_1,LAndBAnkTop100CSVUpdate_csv_Dem,LAndBAnkTop100CSVUpdate_csv_Und,LAndBAnkTop100CSVUpdate_csv_Flo,LAndBAnkTop100CSVUpdate_csv_His,LAndBAnkTop100CSVUpdate_csv_Soi,Shape__Area,Shape__Length
646,158745,158745,0.0762219842514518,158745,0.076222,WYANDOTTE COUNTY LANDBANK,1821  QUINDARO BLVD ,1821,,QUINDARO,BLVD,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R7360,HAZEL ROSE,10,500,1,1,25,3320.23,Residential highest and best use,220,0,LBHD,0,<Null>,2,<Null>,<Null>,51,571760,11210.98039,0.576,0,0,0.336,0.303,0.223875,1294,,158745,<Null>,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",3320.22961425781,290.424667243494
647,115610,115610,0.0491051470927796,115610,0.049105,WYANDOTTE COUNTY LANDBANK,1730  WEBSTER AVE ,1730,,WEBSTER,AVE,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R6190,CISSNA PLACE,10,500,1,1,40,2139.02,Residential highest and best use,200,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,50,355970,7119.4,0,0,0,0.206,0.169,0.046875,2111,,115610,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",2139.02026367188,185.465090673461
648,102028,102028,0.7557535230241,102028,0.755754,WYANDOTTE COUNTY LANDBANK,3016  HASKELL AVE ,3016,,HASKELL,AVE,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R5559,UNIVERSITY PARK SUB OF AN ADD TO,10,500,1,1,205,32920.623,Residential highest and best use,530,0,<Null>,<Null>,<Null>,5,<Null>,<Null>,66,1538460,23310,0.939,0,0,0.663,0.569,0.38875,531,,102028,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",32920.6235351563,789.437990616626
649,080308,80308,0.186554057816575,80308,0.186554,WYANDOTTE COUNTY LANDBANK,914  OAKLAND AVE ,914,,OAKLAND,AVE,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R45427,WYANDOTTE CITY,10,500,4,1,62.5,8126.295,Residential highest and best use,290,0,LBHD,10,<Null>,1,<Null>,<Null>,41,186480,4548.292683,0.317,0,0,0.078,0.052,0.0955,1932,,80308,2003,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",8126.29479980469,386.607923100538
650,094637,94637,0.0709540398977994,94637,0.070954,WYANDOTTE COUNTY LANDBANK,2215  SPRINGFIELD BLVD ,2215,,SPRINGFIELD,BLVD,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R2685,EDGERTON PLACE B7-19,10,500,1,1,25,3090.758,Residential highest and best use,210,0,<Null>,<Null>,<Null>,1,<Null>,<Null>,56,560910,10016.25,0.317,0,0,0.333,0.269,0.1545,1641,,94637,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",3090.75799560547,299.602430478505
651,162485,162485,0.0985295263625434,162485,0.09853,WYANDOTTE COUNTY LANDBANK,3031 N 22ND ST ,3031,N,22ND,ST,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R6877,ELBA PLACE,10,500,1,1,33,4291.946,Residential highest and best use,240,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,51,1023620,20070.98039,0,0,0,0.5,0.496,0.1245,1803,,162485,2001,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",4291.94610595703,317.859932052417
652,095128,95128,0.0831709168949293,95128,0.083171,WYANDOTTE COUNTY LANDBANK,724  GARFIELD AVE ,724,,GARFIELD,AVE,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R43033,BRIGHTON HILL,10,500,1,1,30,3622.925,Residential highest and best use,230,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,86,1310260,15235.5814,0,0,0,0.594,0.4,0.12425,1804,,95128,2000,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",3622.92510986328,301.376874835742
653,154037,154037,0.074863436559595,154037,0.074863,WYANDOTTE COUNTY LANDBANK,2036 N 9TH ST ,2036,N,9TH,ST,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R1540,KANSAS PLACE RES,10,500,4,1,25,3261.051,Residential highest and best use,220,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,47,498060,10597.02128,0,0,0,0.298,0.289,0.073375,1991,,154037,2001,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",3261.05126953125,311.014023741603
654,090192,90192,0.118031923240409,90192,0.118032,WYANDOTTE COUNTY LANDBANK,1027  ORVILLE AVE ,1027,,ORVILLE,AVE,,KANSAS CITY,KS,66102,<Null>,Y,<Null>,R46543,NORTHRUP PARK,10,500,2,2,37.5,5141.471,Residential highest and best use,660,0,LBHD,15,<Null>,1,<Null>,<Null>,100,3798730,37987.3,0.317,0,0,0.968,0.784,0.29825,945,,90192,2001,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",5141.47052001953,349.803344913776
655,081566,81566,0.0710287744470909,81566,0.071029,WYANDOTTE COUNTY LANDBANK,339  RICHMOND AVE ,339,,RICHMOND,AVE,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R42793,WYANDOTTE CITY,10,500,4,1,25,3094.013,Residential highest and best use,210,0,<Null>,<Null>,<Null>,2,<Null>,<Null>,61,3606620,59124.91803,0.576,0,0,0.96,0.895,0.375875,598,,81566,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",3094.01348876953,297.400983944004
656,209578,209578,0.0563480477657858,209578,0.056348,WYANDOTTE COUNTY LANDBANK,1308  NEW JERSEY AVE ,1308,,NEW JERSEY,AVE,,KANSAS CITY,KS,66102,<Null>,Y,<Null>,R44650,LONDON HEIGHTS 2ND SUB,10,500,4,1,26,2454.521,Residential highest and best use,200,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,58,1110900,19153.44828,0,0,0,0.528,0.476,0.1255,1799,,209578,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",2454.52087402344,219.673462175219
657,095160,95160,0.141323272066252,95160,0.141323,WYANDOTTE COUNTY LANDBANK,632  GARFIELD AVE ,632,,GARFIELD,AVE,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R43073,BRIGHTON HILL,10,500,1,1,53.5,6156.042,Residential highest and best use,270,0,LBHD,6,<Null>,1,<Null>,<Null>,67,502660,7502.38806,0.317,0,0,0.3,0.187,0.140125,1723,,95160,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",6156.04168701172,344.00539347765
658,095190,95190,0.0666436390826019,95190,0.066644,WYANDOTTE COUNTY LANDBANK,1907 N 7TH ST ,1907,N,7TH,ST,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R43285,BRIGHTON HILL,10,500,1,1,25,2902.997,Residential highest and best use,210,0,<Null>,<Null>,<Null>,1,<Null>,<Null>,30,273400,9113.333333,0.317,0,0,0.151,0.248,0.129125,1784,,95190,2011,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",2902.99688720703,275.193302028095
659,254323,254323,0.64267522790374,254323,0.642675,WYANDOTTE COUNTY LANDBANK,1758 N 3RD ST ,1758,N,3RD,ST,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R42848,ZION ESTATES SECOND PLAT,10,500,4,1,452.45,27994.933,Residential highest and best use,480,0,<Null>,<Null>,<Null>,1,<Null>,<Null>,20,1923350,96167.5,0.317,0,0,0.768,0.969,0.296375,956,,254323,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",27994.9329833984,1023.62732674113
660,124628,124628,0.143260306621856,124628,0.14326,WYANDOTTE COUNTY LANDBANK,3123 N 23RD ST ,3123,N,23RD,ST,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R3141,OAK PARK,10,500,1,1,50,6240.419,Residential highest and best use,270,0,<Null>,<Null>,<Null>,4,<Null>,<Null>,49,572600,11685.71429,0.866,0,0,0.337,0.313,0.29775,948,,124628,2006,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",6240.4189453125,350.760408736378
661,095235,95235,0.068645171723888,95235,0.068645,WYANDOTTE COUNTY LANDBANK,1904 N ALLIS ST ,1904,N,ALLIS,ST,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R43329,BRIGHTON HILL,10,500,4,1,25,2990.184,Residential highest and best use,210,0,LBHD,0,<Null>,0,<Null>,<Null>,44,507500,11534.09091,0,0,0,0.303,0.309,0.0765,1981,,95235,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",2990.18371582031,290.414337623959
662,097984,97984,0.0903212683488062,97984,0.090321,WYANDOTTE COUNTY LANDBANK,1106  GARFIELD AVE ,1106,,GARFIELD,AVE,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R43869,HEATHWOOD,10,500,4,1,70,3934.394,Residential highest and best use,230,0,<Null>,<Null>,<Null>,3,<Null>,<Null>,64,1631230,25487.96875,0.76,0,0,0.694,0.603,0.352125,727,,97984,<Null>,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",3934.39440917969,264.340253430668
663,196006,196006,0.154810797220348,196006,0.154811,WYANDOTTE COUNTY LANDBANK,1946 N 30TH ST ,1946,N,30TH,ST,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R51099,KENSINGTON RES B7,10,500,4,1,56.75,6743.558,Residential highest and best use,270,0,<Null>,<Null>,<Null>,9,<Null>,<Null>,94,3644140,38767.44681,0.995,0,0,0.963,0.791,0.468,269,,196006,2002,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",6743.55828857422,362.832825815165
664,115758,115758,0.0834866400197091,115758,0.083487,WYANDOTTE COUNTY LANDBANK,1645  YECKER AVE ,1645,,YECKER,AVE,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R6697,BROWNES PARK,10,500,1,1,30,3636.678,Residential highest and best use,230,0,<Null>,<Null>,<Null>,3,<Null>,<Null>,67,1785100,26643.28358,0.76,0,0,0.733,0.62,0.359125,689,,115758,2008,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",3636.67810058594,302.113595654445
665,154950,154950,0.126219064600188,154950,0.126219,WYANDOTTE COUNTY LANDBANK,1859 S TREMONT ST ,1859,S,TREMONT,ST,,KANSAS CITY,KS,66103,<Null>,Y,<Null>,R62849,CENTER,10,500,3,2,50,5498.102,Residential highest and best use,960,0,<Null>,<Null>,<Null>,1,<Null>,1,67,3619840,54027.46269,0.317,0,0.866,0.961,0.876,0.525375,216,86,154950,2014,<Null>,<Null>,<Null>,"Knox complex, 18 to 30 percent slopes",5498.10247802734,319.941112989281
666,170139,170139,0.226381370457912,170139,0.226381,WYANDOTTE COUNTY LANDBANK,4030  BARBER AVE ,4030,,BARBER,AVE,,KANSAS CITY,KS,66106,<Null>,Y,<Null>,R68166,CLINTON PLACE,10,500,3,2,75,9861.172,Residential highest and best use,550,0,<Null>,<Null>,<Null>,2,<Null>,<Null>,27,1724250,63861.11111,0.576,0,0,0.718,0.913,0.347875,750,,170139,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",9861.17260742188,413.673642367893
667,154030,154030,0.110752142567913,154030,0.110752,WYANDOTTE COUNTY LANDBANK,2060 N 9TH ST ,2060,N,9TH,ST,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R1545,KANSAS PLACE RES,10,500,4,1,37.5,4824.363,Residential highest and best use,250,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,54,406680,7531.111111,0,0,0,0.246,0.189,0.054375,2071,,154030,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",4824.36334228516,332.29866368277
668,095212,95212,0.0604913707704867,95212,0.060491,WYANDOTTE COUNTY LANDBANK,1904 N 7TH ST ,1904,N,7TH,ST,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R43306,BRIGHTON HILL,10,500,4,1,26.5,2635.004,Residential highest and best use,210,0,<Null>,<Null>,<Null>,1,<Null>,<Null>,36,457190,12699.72222,0.317,0,0,0.277,0.34,0.156375,1626,,95212,2011,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",2635.00415039063,266.468353975502
669,106822,106822,0.339280207730856,106822,0.33928,WYANDOTTE COUNTY LANDBANK,3076  CISSNA ST ,3076,,CISSNA,ST,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R6167,GRANT PLACE,10,500,1,1,50,14779.046,Residential highest and best use,350,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,27,207060,7668.888889,0,0,0,0.095,0.195,0.03625,2159,,106822,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 12 to 18 percent slopes",14779.0459594727,703.354929609307
670,293016,293016,0.18879495218934,293016,0.188795,WYANDOTTE COUNTY LANDBANK,3039 N GETTY ST ,3039,N,GETTY,ST,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R6220,RIVERS EDGE EAST,10,500,1,1,70,8223.908,Residential highest and best use,2180,0,LBHD,0,<Null>,0,<Null>,<Null>,23,677090,29438.69565,0,0,0,0.373,0.668,0.130125,1780,,293016,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",8223.90808105469,375.880431497723
671,114523,114523,0.144680744426674,114523,0.144681,WYANDOTTE COUNTY LANDBANK,2940 N 12TH ST ,2940,N,12TH,ST,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R6512,BOULEVARD HEIGHTS,10,500,1,1,50,6302.293,Residential highest and best use,270,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,68,553230,8135.735294,0,0,0,0.329,0.217,0.06825,2010,,114523,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",6302.29327392578,353.327947933453
672,095814,95814,0.0974981044728278,95814,0.097498,WYANDOTTE COUNTY LANDBANK,2814 N 5TH ST ,2814,N,5TH,ST,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R2431,BEACON HILL,300,500,1,1,39,4247.017,Residential highest and best use,240,0,LBHD,5,<Null>,0,<Null>,<Null>,10,20230,2023,0,0,0,0.012,0.01,0.00275,2363,,95814,2003,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",4247.01739501953,300.855372749347
673,081752,81752,0.23405029177463,81752,0.23405,WYANDOTTE COUNTY LANDBANK,826  NEW JERSEY AVE ,826,,NEW JERSEY,AVE,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R45166,WYANDOTTE CITY,10,500,4,1,75,10195.231,Residential highest and best use,310,0,LBHD,10,<Null>,1,<Null>,<Null>,42,268010,6381.190476,0.317,0,0,0.144,0.136,0.11425,1845,,81752,2008,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",10195.2307128906,420.210927833091
674,081119,81119,0.152768869510261,81119,0.152769,WYANDOTTE COUNTY LANDBANK,934  NEW JERSEY AVE ,934,,NEW JERSEY,AVE,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R45205,WYANDOTTE CITY,10,500,4,1,50,6654.612,Residential highest and best use,270,0,LBHD,10,<Null>,1,<Null>,<Null>,48,479890,9997.708333,0.317,0,0,0.288,0.268,0.14875,1672,,81119,1997,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",6654.61187744141,366.077666484092
675,154075,154075,0.103198333608587,154075,0.103198,WYANDOTTE COUNTY LANDBANK,2030  DARBY AVE ,2030,,DARBY,AVE,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R1502,KANSAS PLACE RES,10,500,4,1,25,4495.319,Residential highest and best use,240,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,39,468370,12009.48718,0,0,0,0.282,0.322,0.0755,1985,,154075,2000,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",4495.31945800781,335.837637219317
676,095298,95298,0.115264165314665,95298,0.115264,WYANDOTTE COUNTY LANDBANK,741  PARALLEL AVE ,741,,PARALLEL,AVE,,KANSAS CITY,KS,66101,Y,Y,<Null>,R42956,BRIGHTON HILL,10,500,1,1,60,5020.907,Residential highest and best use,250,0,<Null>,<Null>,<Null>,2,<Null>,<Null>,80,1167740,14596.75,0.576,0,0,0.553,0.383,0.261,1118,,95298,<Null>,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",5020.90704345703,285.500008260888
677,072337,72337,0.0974819533556901,72337,0.097482,WYANDOTTE COUNTY LANDBANK,1310  OSAGE AVE ,1310,,OSAGE,AVE,,KANSAS CITY,KS,66105,<Null>,Y,<Null>,R60692,ARMOURDALE B121-128,80,500,2,2,37.5,4246.314,Residential highest and best use,890,0,<Null>,<Null>,<Null>,1,1,2,74,1805640,24400.54054,0.317,0.949,0.969,0.738,0.587,0.724375,43,,72337,0,<Null>,<Null>,<Null>,"Eudora-Urban land complex, rarely flooded",4246.31396484375,299.411866846741
678,167303,167303,0.13463062454958,167303,0.134631,WYANDOTTE COUNTY LANDBANK,3404  DELAVAN AVE ,3404,,DELAVAN,AVE,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R3635,SORTORS 2ND SUB,10,500,1,1,50,5864.51,Residential highest and best use,260,0,LBHD,0,<Null>,1,<Null>,<Null>,32,715290,22352.8125,0.317,0,0,0.388,0.55,0.1965,1446,,167303,1997,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",5864.51007080078,341.884275754018
679,082331,82331,0.0317269449525039,82331,0.031727,WYANDOTTE COUNTY LANDBANK,1613 N 9TH ST ,1613,N,9TH,ST,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R43429,WYANDOTTE CITY,10,500,4,1,30,1382.026,Residential highest and best use,180,0,LBHD,10,<Null>,0,<Null>,<Null>,52,307370,5910.961538,0,0,0,0.175,0.112,0.035875,2162,,82331,1998,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",1382.02581787109,157.181337164928
680,140635,140635,0.0692850906257241,140635,0.069285,WYANDOTTE COUNTY LANDBANK,1927 N 6TH ST ,1927,N,6TH,ST,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R43168,SUNNYSIDE,10,500,1,1,25,3018.059,Residential highest and best use,210,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,31,166350,5366.129032,0,0,0,0.058,0.089,0.018375,2258,,140635,1997,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",3018.05859375,293.225736692194
681,209683,209683,0.34705851934478,209683,0.347059,WYANDOTTE COUNTY LANDBANK,1147  NEW JERSEY AVE ,1147,,NEW JERSEY,AVE,,KANSAS CITY,KS,66102,<Null>,Y,<Null>,R45290,LONDON HEIGHTS 2ND SUB,10,500,4,1,130,15117.869,Residential highest and best use,180,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,45,122200,2715.555556,0,0,0,0.038,0.015,0.006625,2336,,209683,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",15117.8690795898,491.939762329846
682,140340,140340,0.0730368979410705,140340,0.073037,WYANDOTTE COUNTY LANDBANK,1966 N HALLOCK ST ,1966,N,HALLOCK,ST,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R43212,IRVING PLACE,10,500,1,1,25,3181.487,Residential highest and best use,220,0,<Null>,<Null>,<Null>,1,1,<Null>,64,307040,4797.5,0.317,0.949,0,0.174,0.061,0.345875,756,,140340,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",3181.4873046875,294.775674008762
683,116426,116426,0.17798967831911,116426,0.17799,WYANDOTTE COUNTY LANDBANK,1713  TROUP AVE ,1713,,TROUP,AVE,,KANSAS CITY,KS,66104,Y,Y,<Null>,R44162,FOREST HILL,10,500,4,1,61.04,7753.23,Residential highest and best use,280,0,<Null>,<Null>,<Null>,2,<Null>,<Null>,52,854710,16436.73077,0.576,0,0,0.436,0.429,0.252125,1160,,116426,<Null>,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",7753.23040771484,366.140524952182
684,098954,98954,0.0816663493017838,98954,0.081666,WYANDOTTE COUNTY LANDBANK,1906 N 13TH ST ,1906,N,13TH,ST,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R44361,ASHLEY PLACE,10,500,4,1,31.25,3557.386,Residential highest and best use,220,0,<Null>,<Null>,<Null>,1,<Null>,<Null>,69,1599130,23175.7971,0.317,0,0,0.684,0.568,0.23575,1240,,98954,2002,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",3557.38623046875,300.512774663446
685,093212,93212,0.0733119552532181,93212,0.073312,WYANDOTTE COUNTY LANDBANK,917  OHIO AVE ,917,,OHIO,AVE,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R48383,HUSTED & STUMPFS ADD,10,500,2,2,25,3193.469,Residential highest and best use,2270,0,LBHD,1,<Null>,4,<Null>,<Null>,105,2224330,21184.09524,0.866,0,0,0.835,0.526,0.386625,538,,93212,<Null>,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",3193.46862792969,297.680023755796
686,115364,115364,0.0676065334559947,115364,0.067607,WYANDOTTE COUNTY LANDBANK,3010 N 16TH ST ,3010,N,16TH,ST,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R6330,MARIE PLACE,10,500,1,1,25,2944.941,Residential highest and best use,210,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,47,238280,5069.787234,0,0,0,0.117,0.074,0.023875,2219,,115364,<Null>,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",2944.94061279297,284.692035325698
687,072752,72752,0.134782797775816,72752,0.134783,WYANDOTTE COUNTY LANDBANK,939  MIAMI AVE ,939,,MIAMI,AVE,,KANSAS CITY,KS,66105,Y,Y,<Null>,R60409,ARMOURDALE B73-99,80,500,2,2,50,5871.139,Residential highest and best use,980,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,60,1355970,22599.5,0,0,0,0.608,0.556,0.1455,1687,,72752,2010,<Null>,<Null>,<Null>,"Eudora-Urban land complex, rarely flooded",5871.13861083984,330.886510090691
688,094371,94371,0.0678283575892415,94371,0.067828,WYANDOTTE COUNTY LANDBANK,418  HASKELL AVE ,418,,HASKELL,AVE,,KANSAS CITY,KS,66101,<Null>,Y,<Null>,R2539,MOUNT PLEASANT,10,500,1,1,25,2954.603,Residential highest and best use,210,0,<Null>,<Null>,<Null>,1,<Null>,<Null>,63,508230,8067.142857,0.317,0,0,0.303,0.213,0.14375,1699,,94371,2010,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",2954.60339355469,288.057062810385
689,115012,115012,0.239228357728822,115012,0.239228,WYANDOTTE COUNTY LANDBANK,3030  ROOSEVELT ST ,3030,,ROOSEVELT,ST,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R6063,CALIFORNIA PARK,10,500,1,1,81.33,10420.787,Residential highest and best use,310,0,<Null>,<Null>,<Null>,0,<Null>,<Null>,69,448540,6500.57971,0,0,0,0.272,0.141,0.051625,2083,,115012,1999,<Null>,<Null>,<Null>,"Knox silt loam, 7 to 12 percent slopes",10420.7872314453,418.857920261421
690,158764,158764,0.134852703633388,158764,0.134853,WYANDOTTE COUNTY LANDBANK,1811  YECKER AVE ,1811,,YECKER,AVE,,KANSAS CITY,KS,66104,Y,Y,<Null>,R7376,HAZEL ROSE,10,500,1,1,50,5874.184,Residential highest and best use,260,0,<Null>,<Null>,<Null>,2,<Null>,<Null>,52,765880,14728.46154,0.576,0,0,0.403,0.387,0.24275,1199,,158764,<Null>,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",5874.18383789063,338.746838841828
691,210067,210067,0.09512500462457,210067,0.095125,WYANDOTTE COUNTY LANDBANK,3001 N 11TH ST ,3001,N,11TH,ST,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R561,PARKWOOD B6-11,10,500,1,1,30,4143.645,Residential highest and best use,240,0,<Null>,<Null>,<Null>,4,<Null>,<Null>,75,1358020,18106.93333,0.866,0,0,0.609,0.453,0.34925,743,,210067,<Null>,<Null>,<Null>,Parkwood,"Knox silt loam, 7 to 12 percent slopes",4143.64520263672,328.710820132063
692,158758,158758,0.141432078906397,158758,0.141432,WYANDOTTE COUNTY LANDBANK,1806  YECKER AVE ,1806,,YECKER,AVE,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R7372,HAZEL ROSE,10,500,1,1,50,6160.781,Residential highest and best use,270,0,<Null>,<Null>,<Null>,1,<Null>,<Null>,48,468830,9767.291667,0.317,0,0,0.283,0.264,0.147625,1678,,158758,<Null>,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",6160.78137207031,342.761017534068
693,158723,158723,0.10672905511095,158723,0.106729,WYANDOTTE COUNTY LANDBANK,1734  YECKER AVE ,1734,,YECKER,AVE,,KANSAS CITY,KS,66104,<Null>,Y,<Null>,R6665,HAZEL ROSE,10,500,1,1,37.5,4649.118,Residential highest and best use,250,0,<Null>,<Null>,<Null>,1,<Null>,<Null>,53,652810,12317.16981,0.317,0,0,0.366,0.332,0.1665,1585,,158723,1996,<Null>,<Null>,<Null>,"Ladoga silt loam, 3 to 8 percent slopes",4649.11773681641,317.676405646138
